,OverallQual,SalePrice,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,Neighborhood_NridgHt,ExterQual_Gd,Foundation_PConc,BsmtFinType1_GLQ
585,8,369900,2005,2006,208,1868,2028,2028,2,7,2,2005,3,880,0,1,1,1
586,6,130000,1918,2000,0,816,838,838,1,5,0,1961,1,275,0,0,0,0
587,5,137000,1982,1982,0,840,860,860,1,4,0,1996,2,528,0,0,0,0
588,5,143000,1968,2003,0,1437,1473,1473,1,5,2,1968,1,452,0,0,0,1
589,5,79500,1930,1960,0,742,779,935,1,4,0,1988,1,308,0,0,0,0
590,7,185900,2004,2004,0,770,770,1582,2,6,0,2004,2,520,0,1,1,1
591,10,451950,2008,2008,420,1722,1728,2296,2,10,1,2008,3,842,1,0,1,1
592,5,138000,1982,2003,0,816,816,816,1,4,0,1985,2,816,0,0,1,1
593,6,140000,2003,2003,170,848,848,848,1,4,0,2003,2,420,0,1,1,1
594,5,110000,1975,1975,0,924,924,924,1,5,0,1981,1,280,0,0,0,0
595,8,319000,2005,2006,238,1814,1826,1826,2,7,1,2005,3,758,0,1,1,1
596,6,114504,1910,1993,0,684,684,1368,1,7,0,1930,1,216,0,0,0,0
597,7,194201,2006,2007,72,1258,1402,1402,0,7,1,2006,3,648,0,1,1,0
598,5,217500,1977,1977,459,1430,1647,1647,2,7,1,1977,2,621,0,0,0,0
599,6,151000,1980,1980,0,716,716,1556,2,6,1,1980,2,452,0,0,0,0
600,8,275000,2005,2005,280,1058,1058,1904,2,8,1,2003,2,736,1,1,1,1
601,6,141000,1937,1950,0,780,780,1375,1,6,1,1979,1,544,0,0,1,0
602,8,220000,1992,1992,0,908,927,1915,2,8,1,1992,2,506,0,1,1,1
603,7,151000,2004,2005,0,600,600,1200,2,4,0,2004,2,480,0,1,1,0
604,7,221000,2002,2002,99,1494,1494,1494,2,6,1,2002,2,530,0,1,1,1
605,7,205000,1965,1990,176,768,1186,1986,2,7,3,1965,2,486,0,0,0,0
606,5,152000,1996,1996,0,1040,1040,1040,1,6,0,2000,2,576,0,0,1,1
607,5,225000,1948,2002,0,896,1112,2008,3,8,0,1948,1,230,0,0,0,1
608,8,359100,1934,1998,0,965,1940,3194,2,10,2,1934,2,380,0,0,1,0
609,4,118500,1961,1961,192,1029,1029,1029,1,5,0,1961,1,261,0,0,0,0
610,9,313000,2000,2000,204,1440,1476,2153,2,8,2,2000,3,736,0,1,1,1
611,6,148000,1978,1978,233,1032,1032,1032,2,6,1,1978,2,564,0,0,0,0
612,8,261500,2001,2001,108,1299,1299,1872,2,7,1,2001,2,531,0,1,1,1
613,5,147000,2007,2007,0,1120,1120,1120,1,6,0,1927,0,0,0,0,1,0
614,4,75500,1972,1972,0,630,630,630,1,3,0,1927,0,0,0,0,0,0
615,6,137500,1963,1963,156,936,1054,1054,1,6,0,1963,2,480,0,0,1,1
616,6,183200,2002,2003,0,783,807,1509,2,7,1,2002,2,393,0,1,1,1
617,6,105500,1954,1954,0,832,832,832,1,4,0,1962,2,528,0,0,0,0
618,9,314813,2007,2007,452,1822,1828,1828,2,9,1,2007,3,774,1,0,1,1
619,8,305000,2003,2003,226,1482,1482,2262,2,10,2,2003,3,749,0,1,1,1
620,3,67000,1914,1950,0,864,864,864,1,5,0,1927,0,0,0,0,0,0
621,6,240000,1974,1997,0,1522,1548,2614,2,9,1,1974,2,624,0,0,0,0
622,5,135000,1977,1977,153,980,980,980,1,6,0,1986,2,484,0,0,0,0
623,6,168500,2000,2000,513,756,756,1512,2,4,1,2000,2,440,0,1,1,1
624,6,165150,1972,1972,288,732,1012,1790,1,8,1,1972,2,484,0,0,0,0
625,6,160000,1962,1962,261,1116,1116,1116,1,5,0,1962,2,440,0,0,0,0
626,5,139900,1960,1978,0,978,1422,1422,1,6,1,1960,1,286,0,0,0,0
627,6,153000,1955,1972,164,1156,1520,1520,1,7,2,1955,1,364,0,0,0,0
628,5,135000,1969,1969,192,1040,1040,2080,1,9,2,1969,2,504,0,0,1,0
629,6,168500,1964,1964,259,1248,1350,1350,1,6,0,1964,2,520,0,0,0,1
630,5,124000,1880,1991,0,636,1089,1750,1,8,0,1937,1,240,0,0,0,0
631,8,209500,2006,2006,108,1554,1554,1554,2,6,1,2006,2,627,1,1,1,1
632,7,82500,1977,1977,209,1386,1411,1411,2,6,1,1977,2,544,0,0,0,0
633,5,139400,1954,2005,0,1056,1056,1056,1,6,0,1954,1,260,0,0,0,0
634,6,144000,1980,1980,0,1056,1056,1056,0,4,0,1980,2,576,0,0,0,1
635,6,200000,1914,1995,0,1440,1440,3395,2,14,0,1927,0,0,0,0,0,0
636,2,60000,1936,1950,0,264,800,800,1,4,1,1927,0,0,0,0,0,0
637,5,93000,1954,1954,0,811,811,1387,2,7,0,1954,1,256,0,0,0,0
638,5,85000,1910,1950,0,796,796,796,1,4,0,1927,0,0,0,0,0,0
639,8,264561,2006,2006,0,1520,1567,1567,2,7,1,2006,3,648,0,1,1,1
640,8,274000,2003,2004,472,1518,1518,1518,1,6,1,2003,2,588,1,0,1,1
641,7,226000,2001,2001,0,1057,1057,1929,2,7,1,2001,2,650,0,1,1,1
642,8,345000,1972,1995,0,1952,2000,2704,2,9,3,1972,2,538,0,1,0,1
643,5,152000,1969,1969,263,780,780,1620,2,7,0,1969,2,462,0,0,0,0
644,9,370878,2009,2009,162,1766,1766,1766,2,7,1,2009,3,478,0,0,1,1
645,6,143250,1971,1971,0,981,981,981,1,5,0,1979,2,576,0,0,0,0
646,5,98300,1950,1950,0,0,1048,1048,1,7,0,1950,2,420,0,0,0,0
647,6,155000,1953,1953,216,1094,1094,1094,1,5,2,1953,2,495,0,0,0,0
648,6,155000,1966,1966,351,756,1051,1839,1,7,1,1966,2,442,0,0,0,0
649,4,84500,1970,1970,0,630,630,630,1,3,0,1927,0,0,0,0,0,0
650,7,205950,2007,2007,0,813,822,1665,2,7,0,2007,2,562,0,1,1,0
651,4,108000,1940,1950,0,755,755,1510,1,7,1,1940,1,296,0,0,0,0
652,7,191000,1996,1996,0,880,909,1716,2,7,1,1996,2,512,0,1,1,0
653,6,135000,1906,1995,0,756,756,1469,1,7,0,1906,1,216,0,0,0,0
654,8,350000,1995,1995,660,2109,2113,2113,2,7,1,1995,3,839,0,1,1,1
655,6,88000,1971,1971,381,525,525,1092,1,6,0,1971,1,264,0,0,0,0
656,5,145500,1959,2006,54,1053,1053,1053,1,5,0,1959,1,312,0,1,0,0
657,7,149000,1931,2000,0,776,851,1502,1,6,1,1931,1,270,0,0,0,0
658,6,97500,1948,1950,0,912,912,1458,1,6,1,1948,1,330,0,0,0,0
659,5,167000,1964,1999,0,1486,1486,1486,1,7,0,1968,2,480,0,0,1,0
660,7,197900,1976,1976,233,793,1142,1935,2,7,1,1976,2,550,0,0,0,0
661,8,402000,1994,2005,528,1629,1686,2448,2,8,1,1994,3,711,0,1,1,1
662,6,110000,1968,1968,216,1392,1392,1392,1,5,2,1968,2,576,0,0,0,0
663,4,137500,1972,1972,0,1138,1181,1181,2,6,0,1974,2,588,0,0,0,0
664,8,423000,2005,2006,0,2077,2097,2097,1,8,1,2005,3,1134,0,1,1,1
665,8,230500,2000,2000,40,1406,1454,1936,2,7,1,2000,2,504,0,1,1,0
666,6,129000,1965,1979,113,1021,1465,2380,2,7,1,1965,2,596,0,0,0,0
667,6,193500,1994,1998,258,1408,1679,1679,2,7,1,1994,2,575,0,0,1,1
668,5,168000,1956,1987,0,1188,1437,1437,1,6,1,1999,2,576,0,0,0,0
669,4,137500,1922,1950,0,700,1180,1180,1,5,1,1922,1,252,0,0,0,0
670,6,173500,2005,2005,0,738,738,1476,2,7,0,2005,2,540,0,1,1,1
671,6,103600,1925,1950,0,672,697,1369,2,6,0,1930,1,300,0,0,0,0
672,6,165000,1977,1977,0,1208,1208,1208,1,6,1,1977,2,546,0,1,0,0
673,6,257500,1957,2004,106,1477,1839,1839,2,7,2,1957,2,416,0,0,1,1
674,6,140000,1965,1965,0,1136,1136,1136,1,5,1,1965,1,384,0,0,0,0
675,6,148500,1978,1978,0,855,855,1441,2,7,1,1978,2,440,0,0,0,0
676,4,87000,1900,1950,0,1095,1095,1774,2,8,0,1920,3,779,0,0,0,0
677,5,109500,1924,2006,0,768,792,792,1,5,0,1924,1,240,0,1,0,0
678,8,372500,2008,2008,464,2046,2046,2046,2,7,1,2008,3,834,0,1,1,0
679,5,128500,1961,1961,57,988,988,988,1,5,0,1963,2,572,0,0,0,0
680,6,143000,1980,1980,0,923,923,923,2,5,1,1980,1,264,0,0,0,0
681,5,159434,1932,2000,0,793,848,1520,1,6,0,1968,1,281,0,0,0,0
682,6,173000,1996,1997,0,1291,1291,1291,1,6,1,1996,2,431,0,0,1,1
683,9,285000,2002,2002,215,1626,1668,1668,2,7,1,2002,3,702,0,1,1,1
684,7,221000,1998,1998,30,1195,1195,1839,2,7,0,1998,2,486,0,1,1,0
685,7,207500,1984,1984,0,1190,1190,2090,2,6,1,1984,2,577,0,1,0,1
686,7,227875,2007,2007,0,874,874,1761,3,7,0,2007,2,578,0,1,1,0
687,7,148800,2004,2004,0,551,551,1102,2,4,0,2004,2,480,0,1,1,1
688,8,392000,2007,2007,0,1419,1419,1419,2,7,1,2007,2,567,0,1,1,1
689,6,194700,2005,2006,256,1362,1362,1362,2,6,1,2005,2,460,1,1,1,0
690,6,141000,2004,2004,147,848,848,848,1,3,1,2004,2,420,0,1,1,1
691,10,755000,1994,1995,1170,2444,2444,4316,3,10,2,1994,3,832,0,0,1,1
692,7,335000,1989,1990,293,1210,1238,2519,2,9,2,1989,2,628,0,1,1,1
693,5,108480,1921,1968,0,1073,1073,1073,1,4,0,1968,1,326,0,0,0,0
694,5,141500,1936,1950,0,927,1067,1539,1,5,0,1995,2,576,0,0,0,0
695,6,176000,1987,1987,72,1112,1137,1137,2,5,1,1987,2,551,0,0,0,1
696,5,89000,1921,1950,0,616,616,616,1,4,0,1921,1,205,0,0,0,0
697,5,123500,1952,1952,0,980,1148,1148,1,6,0,1952,1,308,0,0,1,0
698,5,138500,1965,2009,0,894,894,894,1,5,1,1973,1,336,0,0,0,1
699,7,196000,2004,2004,0,1391,1391,1391,2,5,0,2004,2,530,0,1,1,1
700,8,312500,2002,2002,630,1800,1800,1800,2,7,1,2002,3,765,0,1,1,1
701,7,140000,1969,1969,168,1164,1164,1164,1,6,0,1969,2,528,0,0,0,0
702,8,361919,2006,2006,466,1234,1264,2576,2,10,1,2006,3,666,0,0,1,0
703,5,140000,1900,1996,0,360,1032,1812,2,8,1,1999,2,672,0,0,0,0
704,7,213000,2004,2005,109,1473,1484,1484,2,7,0,2004,2,606,0,1,1,1
705,4,55000,1930,1950,0,0,372,1092,2,7,0,1927,0,0,0,0,0,0
706,7,302000,1971,2002,351,1643,1824,1824,2,5,2,1971,2,739,0,0,0,1
707,8,254000,2006,2006,176,1324,1324,1324,2,6,1,2006,2,550,1,1,1,1
708,7,179540,2007,2007,0,728,728,1456,2,8,1,2007,2,400,0,1,1,0
709,5,109900,1966,1966,41,876,904,904,1,6,0,1966,1,408,0,0,1,0
710,3,52000,1935,2003,0,270,729,729,1,5,0,1927,0,0,0,1,0,0
711,4,102776,1900,1950,0,859,859,1178,1,7,0,1964,1,384,0,0,0,0
712,8,189000,1988,1989,0,1228,1228,1228,2,5,1,1988,2,472,0,1,1,1
713,4,129000,1970,1970,160,960,960,960,1,6,0,1970,2,576,0,0,0,0
714,6,130500,1976,2005,289,725,725,1479,2,6,0,1976,2,475,0,1,0,1
715,6,165000,1974,1974,174,1064,1350,1350,2,7,1,1974,2,478,0,0,0,0
716,7,159500,1890,1998,0,718,1576,2554,1,8,0,1996,2,704,0,0,0,0
717,5,157000,1973,2000,0,1176,1178,1178,1,5,1,1973,2,439,0,0,0,0
718,7,341000,1993,1994,651,1311,1325,2418,2,9,1,1993,3,983,0,1,1,1
719,5,128500,1969,1969,0,971,971,971,1,5,1,1969,1,300,0,0,0,0
720,8,275000,1985,1985,0,1742,1742,1742,2,5,1,1985,2,564,0,1,1,1
721,6,143000,2004,2004,169,848,848,848,1,3,0,2004,2,420,0,1,1,1
722,4,124500,1970,1970,0,864,864,864,1,5,0,1994,2,463,0,0,0,0
723,4,135000,1954,1972,0,941,997,1470,2,7,0,1958,1,548,0,0,1,0
724,9,320000,2007,2008,340,1698,1698,1698,2,8,1,2007,3,768,0,0,1,1
725,4,120500,1970,1970,0,864,864,864,1,5,0,1989,2,660,0,0,0,0
726,6,222000,1988,2007,260,880,1680,1680,2,5,1,1988,2,540,0,1,0,1
727,7,194500,2007,2007,82,1232,1232,1232,2,6,0,2007,2,632,0,1,1,1
728,5,110000,1958,1958,95,1584,1776,1776,2,9,0,1968,3,888,0,0,0,0
729,4,103000,1925,1950,0,780,848,1208,1,5,0,1962,2,539,0,0,0,0
730,8,236500,1995,1996,0,1595,1616,1616,2,5,1,1995,2,608,0,1,1,1
731,7,187500,2003,2003,442,868,1146,1146,2,6,1,2003,2,438,0,1,1,1
732,7,222500,1998,1999,202,1153,1153,2031,2,8,1,1998,2,541,0,1,1,0
733,5,131400,1961,1983,0,864,1144,1144,1,6,1,1961,1,264,0,0,0,0
734,5,108000,1968,1968,0,948,948,948,1,6,0,1968,1,300,0,0,1,0
735,7,163000,1914,1970,0,880,880,1768,1,6,2,1914,2,320,0,0,0,0
736,3,93500,1950,1950,0,0,1040,1040,2,6,0,1949,2,400,0,0,0,0
737,8,239900,2005,2005,0,893,901,1801,2,8,1,2005,3,800,0,1,1,0
738,5,179000,1987,1988,0,1200,1200,1200,3,5,0,1927,0,0,0,0,0,1
739,7,190000,2004,2004,0,864,864,1728,2,7,0,2004,2,572,0,1,1,0
740,5,132000,1910,2002,0,264,768,1432,2,7,0,1910,2,360,0,0,0,0
741,6,142000,1961,1996,0,912,912,912,1,5,0,1962,1,288,0,0,0,1
742,7,179000,2000,2001,108,1349,1349,1349,2,6,0,2000,2,539,0,0,1,0
743,5,175000,1963,1999,0,520,1464,1464,2,6,1,1997,2,480,0,0,0,0
744,8,180000,1993,1993,0,1337,1337,1337,2,5,1,1993,2,462,0,1,1,1
745,8,299800,1976,1996,289,1142,1175,2715,3,11,2,1994,2,831,0,0,0,1
746,7,236000,2000,2000,0,952,980,2256,2,8,1,2000,2,554,0,1,1,1
747,7,265979,1880,2003,0,1240,1320,2640,1,8,1,1950,4,864,0,1,0,0
748,7,260400,1996,1996,338,1720,1720,1720,2,7,1,1996,2,527,0,1,1,1
749,4,98000,1945,1950,0,0,1088,1529,2,9,0,1945,1,240,0,0,0,0
750,4,96500,1910,2004,0,576,792,1140,1,7,0,1927,0,0,0,0,0,0
751,7,162000,2003,2003,0,660,660,1320,2,6,0,2003,2,400,0,1,1,0
752,6,217000,1997,1997,0,1479,1494,1494,2,6,0,1997,2,576,0,0,1,1
753,8,275500,2005,2005,178,1030,1038,2098,2,8,1,2005,3,878,1,1,1,0
754,6,156000,1969,2005,0,1026,1026,1026,1,5,0,1969,2,440,0,0,0,1
755,6,172500,1999,1999,894,729,742,1471,2,6,0,1999,2,440,0,0,1,1
756,8,212000,2007,2007,0,866,866,1768,2,7,0,2007,2,578,0,1,1,1
757,6,158900,1978,1978,328,672,672,1386,2,6,1,1978,2,440,0,0,0,0
758,7,179400,1999,1999,360,744,757,1501,2,6,0,1999,2,440,0,0,1,0
759,8,290000,1995,1995,513,1318,1328,2531,2,9,1,1995,3,752,0,1,1,0
760,6,127500,1959,1959,0,864,864,864,1,5,0,2008,1,300,0,0,0,0
761,5,100000,1924,1950,0,1145,1301,1301,1,5,0,1965,2,440,0,0,1,0
762,7,215200,2009,2009,0,756,764,1547,2,7,0,2009,2,614,0,0,1,1
763,8,337000,1999,1999,673,1252,1268,2365,2,8,1,1999,3,856,0,1,1,1
764,8,270000,1995,1996,0,1494,1494,1494,1,6,1,1995,2,481,0,1,1,0
765,9,264132,2008,2008,284,1498,1506,1506,2,6,1,2008,2,592,0,1,1,0
766,7,196500,1988,1988,42,980,980,1714,2,7,1,1988,2,496,0,0,0,1
767,6,160000,1940,1985,0,983,983,1750,2,7,0,1989,1,423,0,0,0,0
768,7,216837,2004,2005,0,1860,1836,1836,2,8,1,2004,2,484,0,1,1,1
769,8,538000,2003,2003,603,1650,1690,3279,3,12,1,2003,3,841,0,0,1,0
770,5,134900,1982,1982,0,858,858,858,1,5,0,1983,2,576,0,0,0,1
771,4,102000,1951,1951,0,836,1220,1220,1,6,0,1951,2,396,0,0,0,0
772,6,107000,1976,1976,0,1029,1117,1117,1,6,1,1976,2,672,0,0,0,0
773,5,114500,1958,1958,1,912,912,912,1,5,0,1958,1,275,0,0,0,0
774,8,395000,2006,2006,375,1935,1973,1973,2,9,1,2006,3,895,1,1,1,0
775,6,162000,1998,1998,320,1204,1204,1204,2,5,0,1998,2,412,0,0,1,1
776,7,221500,2005,2006,240,1614,1614,1614,2,7,0,2005,3,865,0,1,1,1
777,5,142500,1974,1974,0,864,894,894,1,5,1,1974,2,440,0,0,0,0
778,5,144000,1977,1977,320,0,2020,2020,2,10,2,1977,2,630,0,0,0,0
779,6,135000,1977,1977,90,975,1004,1004,1,4,0,1977,2,504,0,0,0,1
780,7,176000,1995,1996,38,1237,1253,1253,2,6,1,1995,2,402,0,0,1,0
781,6,175900,1992,1992,0,761,810,1603,2,7,0,1992,2,484,0,1,1,0
782,7,187100,2001,2002,0,1413,1430,1430,2,6,0,2001,2,605,0,1,1,0
783,5,165500,1978,1978,104,1097,1110,1110,1,4,1,1978,2,602,0,0,1,1
784,6,128000,1914,2001,0,742,742,1484,2,9,1,1927,0,0,0,0,0,0
785,6,161500,1967,1967,0,1372,1342,1342,2,7,1,1967,2,457,0,0,0,0
786,5,139000,1915,1950,0,686,966,1652,2,7,0,1961,1,416,0,0,1,0
787,7,233000,2004,2004,0,956,956,2084,2,8,0,2004,2,618,0,1,1,1
788,4,107900,1954,2000,0,901,901,901,1,4,0,1954,1,281,0,0,0,0
789,6,187500,1966,2007,157,832,976,2087,2,9,0,1966,2,444,0,0,0,0
790,7,160200,2005,2006,11,1145,1145,1145,2,5,1,2005,2,397,0,1,1,1
791,6,146800,1976,1976,0,1029,1062,1062,1,5,2,1976,2,539,0,0,1,0
792,7,269790,1996,1997,0,1117,1127,2013,2,8,1,1997,2,455,0,1,1,1
793,8,225000,2007,2007,140,1496,1496,1496,2,7,0,2007,2,474,0,1,1,0
794,7,194500,1994,1996,0,712,1086,1895,2,7,1,1994,2,409,0,1,1,0
795,6,171000,1980,1981,130,650,888,1564,2,7,1,1980,2,476,0,0,0,0
796,6,143500,1977,1977,148,660,1285,1285,1,7,1,1977,2,528,0,0,0,0
797,5,110000,1953,1953,0,773,773,773,1,4,0,1953,1,240,0,0,0,0
798,9,485000,2008,2009,860,1926,1966,3140,3,11,2,2009,3,820,1,0,1,0
799,5,175000,1937,1950,252,731,981,1768,1,7,2,1939,1,240,0,0,0,0
800,6,200000,1997,1997,0,616,616,1688,2,8,0,1997,2,603,0,0,1,1
801,4,109900,1916,1990,0,1196,1196,1196,1,5,0,1957,2,440,0,0,0,0
802,7,189000,2005,2005,0,728,728,1456,2,7,1,2005,2,410,0,1,1,1
803,9,582933,2008,2009,424,1734,1734,2822,3,12,1,2009,3,1020,1,0,1,0
804,5,118000,1954,1954,0,936,1128,1128,1,5,0,1954,1,286,0,0,0,0
805,7,227680,2008,2008,256,1417,1428,1428,2,6,0,2008,2,554,0,1,1,0
806,5,135500,1967,1967,0,980,980,980,2,6,0,1967,1,384,0,0,1,0
807,5,223500,1923,2004,0,1324,1072,1576,1,6,1,1923,2,528,0,0,0,1
808,5,159950,1966,1966,1047,1024,1086,1086,1,6,1,1966,2,484,0,0,0,0
809,5,106000,1898,1965,0,849,1075,2138,2,11,0,1910,2,360,0,0,1,0
810,6,181000,1974,1999,99,1040,1309,1309,1,5,1,1974,2,484,0,0,0,0
811,6,144500,2004,2004,169,848,848,848,1,4,1,2004,2,420,0,1,1,1
812,5,55993,1952,1952,0,540,1044,1044,1,4,0,1952,2,504,0,0,0,0
813,6,157900,1958,1958,243,1442,1442,1442,1,7,0,1958,1,301,0,0,0,0
814,5,116000,1918,1950,0,686,686,1250,1,7,0,1955,1,280,0,0,0,0
815,7,224900,1998,1998,442,1649,1661,1661,2,6,0,1998,2,598,0,0,1,0
816,5,137000,1954,1954,0,1008,1008,1008,1,4,1,1954,1,275,0,0,0,0
817,8,271000,2002,2002,148,1568,1689,1689,2,7,2,2002,3,857,0,1,1,1
818,6,155000,1971,1971,80,1010,1052,1052,1,6,0,1971,2,440,0,0,0,1
819,7,224000,2009,2010,128,1358,1358,1358,2,6,1,2010,2,484,1,1,1,1
820,7,183000,2003,2003,0,798,798,1640,2,6,0,2003,2,595,0,1,1,0
821,4,93000,1953,1953,0,936,936,936,1,4,0,1974,2,576,0,0,0,0
822,7,225000,2003,2003,0,847,847,1733,2,7,1,2003,2,433,0,1,1,0
823,6,139500,1940,1950,0,778,944,1489,2,7,1,1940,1,240,0,0,0,0
824,8,232600,2006,2006,0,1489,1489,1489,2,7,1,2006,2,776,0,1,1,0
825,10,385000,2007,2008,816,2078,2084,2084,2,7,1,2007,3,1220,1,0,1,1
826,5,109500,1924,1950,0,784,784,784,1,5,0,1927,0,0,0,0,0,0
827,7,189000,2001,2001,0,1454,1434,1434,2,6,1,2001,2,527,0,1,1,1
828,5,185000,1967,1967,0,1013,1160,2126,2,7,0,1967,2,538,0,0,1,0
829,7,147400,2005,2005,0,600,520,1223,2,4,0,2005,2,480,0,1,1,0
830,6,166000,1957,1957,387,1392,1392,1392,1,6,2,1957,2,458,0,0,0,0
831,7,151000,2005,2005,0,600,520,1200,2,4,0,2005,2,480,0,0,1,0
832,7,237000,2003,2003,223,941,941,1829,2,7,1,2003,2,613,0,1,1,1
833,6,167000,1964,1964,180,1516,1516,1516,1,6,0,1964,2,472,0,0,0,0
834,5,139950,1961,1961,136,1144,1144,1144,1,6,0,1961,2,456,0,0,0,0
835,4,128000,1950,1995,0,1067,1067,1067,2,4,0,1996,2,436,0,0,0,0
836,5,153500,1948,1973,0,1559,1559,1559,1,5,0,1948,2,812,0,0,0,0
837,6,100000,1973,1973,158,483,483,987,1,5,0,1973,1,264,0,0,0,0
838,5,144000,1995,2006,0,1099,1099,1099,1,6,0,1999,1,352,0,0,1,0
839,5,130500,1946,1995,0,768,768,1200,1,6,0,1946,1,240,0,0,0,0
840,6,140000,1925,1950,0,672,810,1482,2,7,0,1934,1,400,0,0,0,0
841,5,157500,1904,2002,0,650,958,1539,2,8,1,1983,2,686,0,0,1,0
842,6,174900,1966,1966,183,1127,1165,1165,1,6,0,1966,2,490,0,0,0,0
843,5,141000,1961,1961,0,1800,1800,1800,2,10,0,1927,0,0,0,0,0,0
844,5,153900,1915,1950,0,876,876,1416,1,7,1,1949,3,720,0,0,0,0
845,5,171000,1975,1981,0,1390,1701,1701,2,6,2,1975,2,611,0,0,0,0
846,7,213000,1993,1993,137,740,1006,1775,2,7,1,1993,2,425,0,1,1,0
847,5,133500,1972,1972,0,864,864,864,1,5,1,1972,1,338,0,0,0,0
848,6,240000,1908,1997,0,907,1307,2358,3,10,1,1908,2,360,0,0,0,0
849,6,187000,1976,1994,360,528,1094,1855,2,7,1,1976,2,512,0,1,0,0
850,6,131500,2003,2003,170,848,848,848,1,3,0,2003,2,420,0,1,1,1
851,8,215000,2003,2003,40,1273,1456,1456,2,7,1,2003,2,400,0,1,1,0
852,7,164000,1941,1950,0,918,918,1646,2,7,2,1941,1,240,0,0,0,0
853,6,158000,1964,1964,115,1127,1445,1445,1,7,1,1964,2,645,0,0,0,0
854,5,170000,1955,1974,0,1763,1779,1779,1,6,1,1955,2,454,0,0,0,0
855,5,127000,1962,2010,0,1040,1040,1040,1,6,0,1962,1,260,0,0,0,0
856,6,147000,1978,1978,0,940,1026,1026,1,5,0,1981,2,576,0,0,0,1
857,6,174000,1994,1995,0,702,702,1481,2,6,1,1994,2,343,0,0,1,0
858,7,152000,1976,1976,189,1090,1370,1370,2,6,1,1976,2,479,0,0,0,0
859,6,250000,1968,1984,220,1054,1512,2654,2,9,1,1968,2,619,0,0,0,0
860,7,189950,1918,1998,0,912,912,1426,1,7,1,1925,1,216,0,1,0,0
861,5,131500,1965,1965,0,1039,1039,1039,1,6,0,1965,2,504,0,0,1,0
862,6,152000,1984,1985,0,1040,1097,1097,2,6,0,1986,2,480,0,0,1,1
863,5,132500,1959,1959,0,1148,1148,1148,1,6,0,1959,1,672,0,0,0,0
864,7,250580,2007,2008,0,1372,1372,1372,2,6,0,2008,2,529,0,1,1,0
865,5,148500,1970,1970,76,1002,1002,1002,1,5,0,1973,2,902,0,0,0,0
866,8,248900,2006,2007,274,1638,1646,1646,2,6,1,2007,3,870,0,1,1,0
867,4,129000,1961,1961,0,1040,1120,1120,1,5,0,1961,2,544,0,0,0,0
868,5,169000,1948,1950,0,0,1547,2320,2,7,1,1979,2,672,0,0,0,0
869,7,236000,1993,1994,246,1050,1062,1949,2,8,1,1993,2,574,0,1,1,1
870,5,109500,1962,1962,0,894,894,894,1,5,0,1962,1,308,0,0,0,0
871,6,200500,1998,1998,116,804,804,1682,2,7,0,1998,2,523,0,0,1,1
872,5,116000,1953,1996,0,105,910,910,1,5,0,1953,2,414,0,1,0,0
873,5,133000,1949,1950,0,832,1036,1268,1,6,1,1949,1,288,0,1,0,0
874,5,66500,1941,1950,0,676,676,1131,1,5,0,1941,1,200,0,0,0,0
875,8,303477,2007,2007,0,1184,1184,2610,2,11,1,2007,2,550,0,1,1,1
876,4,132250,1963,1963,0,1064,1040,1040,1,5,0,1963,2,648,0,0,1,0
877,9,350000,2004,2005,216,1462,1462,2224,2,10,1,2004,3,738,1,1,1,1
