,OverallQual,SalePrice,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,Neighborhood_NridgHt,ExterQual_Gd,Foundation_PConc,BsmtFinType1_GLQ
878,5,148000,1961,1995,0,1109,1155,1155,1,6,0,1987,2,576,0,0,0,0
879,5,136500,1978,2005,90,864,864,864,1,6,0,1978,1,336,0,1,0,0
880,5,157000,2005,2006,0,1090,1090,1090,1,5,0,2005,2,450,0,0,1,0
881,7,187500,1990,1991,117,1156,1187,1717,2,7,1,1990,2,400,0,1,0,0
882,6,178000,1992,1993,0,808,808,1593,2,7,1,1993,2,389,0,0,1,0
883,4,118500,1912,1950,0,795,954,2230,1,10,0,1997,1,440,0,1,1,0
884,5,100000,1967,1967,60,892,892,892,1,5,0,1967,1,288,0,0,0,0
885,9,328900,1999,2000,60,1698,1709,1709,2,5,1,1999,2,506,0,1,1,1
886,5,145000,1959,2005,122,1626,1712,1712,2,8,0,2005,2,588,0,0,0,0
887,5,135500,1955,1955,0,816,872,1393,1,8,0,1955,1,300,0,0,1,0
888,8,268000,1970,1970,0,2217,2217,2217,2,8,1,1970,2,621,0,1,1,0
889,6,149500,1953,1953,90,1505,1505,1505,1,6,1,1953,2,505,0,0,0,0
890,5,122900,1949,2006,0,672,672,924,1,6,1,2003,2,576,0,0,0,0
891,6,172500,1978,1978,92,918,918,1683,2,7,1,1978,2,440,0,0,0,0
892,6,154500,1963,2003,0,1059,1068,1068,1,6,0,1963,1,264,0,0,0,1
893,5,165000,1954,1954,0,1383,1383,1383,1,6,1,1954,1,354,0,0,1,0
894,5,118858,1979,1979,0,0,1535,1535,2,8,0,1979,2,400,0,0,0,0
895,6,140000,1963,1963,415,780,983,1796,1,8,1,1963,2,483,0,0,0,0
896,4,106500,1936,1950,0,951,951,951,1,6,0,1936,1,327,0,0,0,0
897,5,142953,1979,1979,0,0,1120,2240,2,12,0,1979,2,528,0,0,0,0
898,9,611657,2009,2010,760,2330,2364,2364,2,11,2,2009,3,820,1,0,1,1
899,5,135000,1961,1994,0,912,1236,1236,1,6,1,1961,1,288,0,0,0,0
900,4,110000,1971,1971,0,858,858,858,1,4,0,1979,1,684,0,0,0,0
901,5,153000,1957,2000,0,992,1306,1306,1,5,0,1968,1,756,0,0,0,0
902,7,180000,2003,2003,0,783,807,1509,2,8,1,2003,2,393,0,1,1,0
903,7,240000,2006,2006,27,1670,1670,1670,2,7,1,2006,3,690,0,1,1,0
904,5,125500,1967,1967,75,876,902,902,1,6,0,1967,1,288,0,0,0,1
905,5,128000,1954,1954,110,1056,1063,1063,1,6,0,1954,1,280,0,0,0,0
906,8,255000,2006,2006,208,1623,1636,1636,2,8,1,2006,3,865,0,1,1,1
907,7,250000,1936,1987,0,1017,1020,2057,1,6,1,1936,1,180,0,1,0,0
908,5,131000,1983,1983,0,864,902,902,1,5,0,1983,2,484,0,0,0,0
909,6,174000,2005,2005,0,742,742,1484,2,8,1,2005,2,390,0,1,1,0
910,5,154300,1960,1960,361,1105,1105,2274,2,12,0,1960,2,480,0,0,0,0
911,5,143500,1977,1989,0,1268,1268,1268,1,5,0,1978,1,252,0,0,0,0
912,5,88000,1925,1950,0,768,1015,1015,1,6,0,1925,1,450,0,0,0,0
913,5,145000,1949,1950,0,1001,1001,2002,2,8,0,1949,3,871,0,0,0,0
914,6,173733,2009,2009,76,612,612,1224,2,4,0,2009,2,528,0,1,1,1
915,4,75000,1970,1970,80,546,546,1092,1,6,0,1970,1,286,0,0,0,0
916,2,35311,1949,1950,0,480,480,480,0,4,0,1958,1,308,0,0,0,0
917,4,135000,1956,1956,0,1134,1229,1229,1,6,0,1956,1,284,0,0,0,0
918,7,238000,1991,1991,0,1104,912,2127,2,8,1,1991,3,833,0,1,1,0
919,6,176500,1958,2002,0,1184,1414,1414,1,6,1,1990,2,601,0,0,0,0
920,6,201000,1994,1994,105,928,936,1721,2,7,0,1994,2,471,0,1,1,1
921,5,145900,1900,2003,0,1272,1272,2200,2,9,0,1927,0,0,0,0,0,0
922,6,169990,2005,2006,0,1316,1316,1316,2,6,1,2005,2,397,0,1,1,1
923,6,193000,1993,1994,0,1604,1617,1617,2,5,1,1993,2,533,0,1,1,0
924,6,207500,1980,1980,157,1686,1686,1686,2,7,1,1980,2,612,0,0,0,0
925,5,175000,1977,1977,0,1126,1126,1126,2,6,0,1977,2,540,0,0,1,0
926,8,285000,2003,2004,340,1181,1234,2374,2,10,1,2003,3,656,1,1,1,0
927,7,176000,1968,1968,342,832,1098,1978,2,9,1,1968,2,486,0,0,0,0
928,8,236500,2001,2001,0,1753,1788,1788,2,7,1,2001,2,522,0,1,1,0
929,7,222000,1997,1997,285,964,993,2236,2,8,1,1997,2,642,0,0,1,0
930,8,201000,2007,2007,0,1466,1466,1466,2,7,0,2007,3,610,0,1,1,1
931,5,117500,1965,1965,0,925,925,925,1,5,0,1965,1,429,0,0,0,0
932,9,320000,2006,2006,302,1905,1905,1905,2,8,1,2006,3,788,0,0,1,0
933,7,190000,2004,2004,210,1500,1500,1500,2,6,0,2004,2,570,0,1,1,1
934,7,242000,1960,2007,0,585,2069,2069,2,9,1,1960,2,505,0,0,0,1
935,4,79900,1926,1953,108,600,747,747,1,5,0,1953,2,528,0,0,1,0
936,7,184900,2003,2003,0,1176,1200,1200,2,5,0,2003,2,555,0,1,1,1
937,7,253000,2005,2005,0,1113,1113,1971,2,8,1,2005,2,689,0,1,1,1
938,7,239799,2006,2006,0,1391,1391,1962,2,7,0,2006,3,868,0,1,1,1
939,7,244400,1940,1950,0,1032,1207,2403,2,10,2,1940,1,349,0,0,0,0
940,6,150900,1976,1976,0,1728,1728,1728,2,8,0,1976,2,574,0,0,0,0
941,7,214000,1999,1999,298,992,1022,2060,2,8,1,1999,2,390,0,1,1,0
942,4,150000,1977,1977,0,1440,1440,1440,2,8,0,1927,0,0,0,0,1,1
943,5,143000,1967,1967,0,1632,1632,1632,2,8,0,1967,2,576,0,0,0,0
944,6,137500,1958,1958,541,819,1344,1344,1,7,1,1958,2,525,0,0,0,1
945,5,124900,1890,1996,0,1088,1188,1869,1,7,0,1963,2,456,0,0,0,0
946,5,143000,1959,1959,128,1144,1144,1144,1,6,1,1959,1,796,0,0,0,0
947,8,270000,2002,2003,236,1616,1629,1629,2,9,1,2002,3,808,0,1,1,1
948,7,192500,2002,2002,144,936,936,1776,2,7,1,2002,2,474,0,1,1,0
949,6,197500,1972,2006,0,1161,1381,1381,1,5,1,1972,2,676,0,0,0,0
950,5,129000,1950,2002,0,864,864,864,1,5,0,1980,2,720,0,0,0,0
951,5,119900,1965,1965,0,828,965,965,1,6,0,1979,1,300,0,0,0,0
952,5,133900,1972,2003,0,768,768,768,1,5,0,1974,1,396,0,0,0,1
953,5,172000,1969,1969,232,784,1168,1968,2,7,1,1969,2,530,0,0,0,0
954,6,127500,1975,1975,250,945,980,980,2,4,0,1927,0,0,0,0,0,1
955,6,145000,1946,1950,423,979,979,1958,2,8,0,1946,2,492,0,0,0,0
956,6,124000,1980,1980,0,561,561,1229,1,5,1,1980,2,462,0,0,0,0
957,5,132000,1962,1962,0,1057,1057,1057,1,6,0,1977,2,576,0,0,0,0
958,7,185000,2003,2003,0,1337,1337,1337,2,6,0,2003,2,531,0,1,1,1
959,7,155000,1999,1999,0,696,696,1416,2,6,0,1999,2,484,0,1,1,0
960,5,116500,1958,2008,0,858,858,858,1,4,0,1927,0,0,0,0,0,0
961,6,272000,1977,1995,424,1330,1542,2872,2,11,1,1977,2,619,0,0,0,0
962,6,155000,1976,1976,0,804,804,1548,2,7,1,1976,2,440,0,0,0,0
963,9,239000,2007,2007,0,1800,1800,1800,2,7,0,2007,2,702,0,1,1,0
964,7,214900,2002,2003,44,817,824,1894,2,8,1,2002,2,510,0,1,1,1
965,6,178900,2005,2007,0,783,783,1484,2,8,1,2005,2,393,0,1,1,0
966,5,160000,1940,1950,0,728,976,1308,1,7,2,1940,1,256,0,1,0,0
967,5,135000,1955,1955,151,1098,1098,1098,1,6,0,1955,1,260,0,0,0,0
968,3,37900,1910,1950,0,600,600,968,1,6,0,1927,0,0,0,0,0,0
969,6,140000,1958,1958,105,588,1095,1095,1,6,0,1958,1,264,0,0,0,0
970,4,135000,1949,1950,0,720,720,1192,1,6,0,1927,0,0,0,0,0,0
971,7,173000,2003,2004,106,764,764,1626,2,6,0,2003,2,474,1,1,1,1
972,6,99500,1979,1979,0,918,918,918,2,5,1,1979,1,264,0,0,0,0
973,7,182000,2007,2008,0,1428,1428,1428,2,6,0,2007,2,480,0,1,1,0
974,7,167500,1910,1993,0,728,1136,2019,1,8,0,1997,2,532,0,0,0,0
975,7,165000,2000,2000,0,673,673,1382,2,6,0,2000,2,490,0,1,1,1
976,4,85500,1923,1958,0,440,869,869,1,4,0,1927,0,0,0,0,1,0
977,7,199900,2006,2007,0,1241,1241,1241,1,4,0,2007,2,569,0,1,1,1
978,4,110000,1954,1954,0,894,894,894,1,5,0,1999,2,400,0,0,0,0
979,5,139000,1963,1963,0,1121,1121,1121,1,5,0,1963,2,480,0,0,1,0
980,7,178400,1961,2007,210,944,999,999,1,6,0,1961,2,588,0,0,0,0
981,8,336000,1998,1999,975,1225,1276,2612,2,8,1,1998,3,676,0,1,1,1
982,7,159895,2007,2007,16,1266,1266,1266,2,6,1,2007,2,388,0,1,1,0
983,8,255900,2002,2002,0,1128,1149,2290,2,9,1,2002,2,779,0,1,1,0
984,5,126000,1977,1977,0,0,1302,1734,2,8,0,1977,2,539,0,0,0,0
985,5,125000,1950,1950,0,1164,1164,1164,1,5,0,1950,1,240,0,0,0,0
986,6,117000,1910,2003,0,485,1001,1635,1,5,0,1950,1,255,0,0,0,0
987,9,395192,2009,2010,450,1930,1940,1940,2,8,1,2010,3,606,1,0,1,1
988,6,195000,1976,1976,298,848,1118,2030,2,8,1,1976,2,551,0,0,0,0
989,7,197000,2006,2006,0,770,778,1576,2,6,0,2006,2,614,0,1,1,0
990,8,348000,1997,1998,423,1396,1407,2392,2,7,1,1997,3,870,0,1,1,1
991,8,168000,1882,1986,0,916,916,1742,1,8,1,1925,2,424,0,1,0,0
992,6,187000,1964,1993,340,822,1020,1851,2,7,1,1964,2,440,0,0,0,0
993,6,173900,2005,2006,0,750,750,1500,2,6,0,2005,2,564,0,0,1,0
994,10,337500,2006,2007,230,1700,1718,1718,2,7,1,2008,3,786,1,0,1,1
995,4,121600,1946,1950,0,747,774,1230,1,5,0,1946,1,305,0,0,0,0
996,5,136500,1961,1961,0,1050,1050,1050,1,6,0,1961,1,368,0,0,0,0
997,6,185000,1970,1970,571,1442,1442,1442,2,6,1,1970,2,615,0,0,0,0
998,3,91000,1922,1950,0,1007,1077,1077,1,6,1,1922,1,210,0,0,0,0
999,7,206000,2006,2006,24,1187,1208,1208,2,6,0,2006,2,632,0,1,1,1
1000,3,82000,1952,1952,0,0,944,944,1,4,0,1956,2,528,0,0,0,0
1001,5,86000,1920,1950,0,691,691,691,1,4,0,1920,1,216,0,0,0,0
1002,8,232000,2006,2006,53,1574,1574,1574,2,7,1,2006,3,824,0,1,1,1
1003,5,136905,1976,1976,164,1680,1680,1680,2,8,0,1976,2,528,0,0,0,0
1004,7,181000,2005,2006,16,1346,1504,1504,2,7,1,2005,2,457,0,1,1,1
1005,5,149900,1977,1977,220,985,985,985,2,6,0,1977,1,328,0,1,0,1
1006,6,163500,1970,1970,0,1657,1657,1657,2,7,1,1970,2,484,0,0,0,0
1007,4,88000,1970,1970,0,546,546,1092,1,6,0,1970,1,286,0,0,0,0
1008,7,240000,2004,2005,108,1710,1710,1710,2,7,1,2004,2,550,0,1,1,0
1009,5,102000,1926,1950,0,1008,1008,1522,2,7,0,1927,0,0,0,0,0,0
1010,5,135000,1948,1950,0,720,720,1271,2,7,1,1948,1,312,0,0,0,0
1011,5,100000,1965,1965,0,0,1664,1664,2,8,0,1927,0,0,0,0,0,0
1012,6,165000,1923,1996,0,602,900,1502,1,7,2,1923,1,180,0,0,1,0
1013,5,85000,1910,2006,0,1022,1022,1022,1,4,0,1956,1,280,0,0,0,0
1014,6,119200,1948,1950,206,1082,1082,1082,1,5,1,1948,1,240,0,0,0,0
1015,8,227000,2001,2001,0,810,810,1665,2,6,0,2001,2,528,0,1,1,1
1016,7,203000,1996,1996,196,1504,1504,1504,2,6,1,1996,2,478,0,1,1,1
1017,8,187500,1984,1984,0,1220,1360,1360,1,4,1,1984,2,565,0,1,0,1
1018,7,160000,1991,1992,76,384,802,1472,2,7,1,1991,2,402,0,1,1,0
1019,7,213490,2005,2005,145,1362,1506,1506,2,6,1,2005,2,440,0,1,1,1
1020,4,176000,2005,2005,0,1132,1132,1132,1,5,0,2005,2,451,0,0,1,1
1021,7,194000,2006,2006,84,1199,1220,1220,2,6,0,2006,2,632,0,1,1,1
1022,5,87000,1930,1950,0,912,912,1248,1,6,0,1957,1,160,0,0,0,0
1023,7,191000,2005,2006,14,1346,1504,1504,2,7,1,2005,2,437,0,1,1,1
1024,8,287000,1976,1976,0,1565,2898,2898,2,10,1,1976,2,665,0,1,0,0
1025,5,112500,1972,1972,0,882,882,882,1,5,0,1980,2,461,0,0,0,0
1026,5,167500,1960,1960,324,1268,1264,1264,1,6,2,1960,2,461,0,0,0,0
1027,8,293077,2007,2008,338,1638,1646,1646,2,7,1,2008,3,800,0,1,1,1
1028,5,105000,1941,1950,0,768,968,1376,1,6,1,1941,1,240,0,0,0,0
1029,6,118000,1972,1972,281,672,672,1218,1,7,0,1972,1,264,0,0,0,0
1030,5,160000,1916,1995,0,686,948,1928,2,10,0,1927,0,0,0,0,1,0
1031,7,197000,1920,1970,0,824,1687,3082,2,12,2,1970,2,672,0,0,0,1
1032,8,310000,1993,1993,0,1338,1352,2520,2,10,1,1993,3,796,0,1,1,1
1033,7,230000,2002,2002,295,1654,1654,1654,2,6,0,2002,3,900,0,1,1,1
1034,5,119750,1938,1950,0,920,954,954,1,5,1,1938,1,240,0,0,1,0
1035,4,84000,1957,1957,0,0,845,845,1,5,0,1957,1,290,0,0,0,0
1036,9,315500,2007,2008,70,1620,1620,1620,2,6,1,2008,3,912,0,1,1,1
1037,8,287000,2001,2002,396,1055,1055,2263,2,7,1,2001,2,905,0,1,1,0
1038,4,97000,1970,2008,0,546,798,1344,1,6,1,1927,0,0,0,0,0,0
1039,4,80000,1970,1970,0,630,630,630,1,3,0,1970,1,286,0,0,0,1
1040,5,155000,1957,2000,67,1134,1803,1803,2,8,1,1957,2,484,0,0,0,0
1041,6,173000,1966,2000,252,800,800,1632,1,7,0,1966,2,484,0,0,0,1
1042,6,196000,2005,2005,135,1306,1306,1306,2,5,1,2005,2,624,1,1,1,0
1043,7,262280,1990,1990,99,1475,1532,2329,2,10,1,1990,2,514,0,0,1,1
1044,8,278000,1981,1981,0,2524,2524,2524,2,9,1,1981,2,542,0,1,1,0
1045,3,139600,1955,1955,0,0,1733,1733,2,8,1,1955,2,452,0,0,0,0
1046,9,556581,2005,2006,208,1992,1992,2868,3,11,1,2005,3,716,0,1,1,1
1047,5,145000,1994,1995,0,990,990,990,1,5,0,1996,2,672,0,0,1,1
1048,5,115000,1960,2006,75,0,1771,1771,1,9,1,1960,2,336,0,0,0,0
1049,4,84900,1946,2006,0,0,930,930,1,6,0,1946,1,308,0,0,0,0
1050,7,176485,2007,2007,0,1302,1302,1302,2,6,0,2007,2,436,0,1,1,0
1051,7,200141,2007,2007,0,1316,1316,1316,2,6,1,2007,2,440,0,1,1,0
1052,6,165000,1964,1978,272,816,1127,1977,1,9,1,1964,2,540,0,0,0,0
1053,5,144500,1957,2002,145,1216,1526,1526,1,7,1,1957,1,364,0,0,0,0
1054,8,255000,2002,2002,210,1065,1091,1989,2,7,1,2002,2,586,0,1,1,1
1055,6,180000,1976,1976,160,1193,1523,1523,2,7,1,1976,2,478,0,0,0,0
1056,7,185850,2005,2005,240,1364,1364,1364,2,6,1,2005,2,484,1,1,1,1
1057,7,248000,1994,1994,0,973,979,1850,2,7,1,1994,2,467,0,1,1,1
1058,9,335000,2008,2008,154,1104,1130,2184,2,10,1,2008,3,836,1,0,1,1
1059,6,220000,1932,1950,480,854,1096,1991,1,7,1,1977,2,432,0,0,0,0
1060,8,213500,2001,2001,0,1338,1338,1338,2,6,0,2001,2,582,0,1,1,1
1061,3,81000,1935,1950,0,894,894,894,1,6,0,1994,3,1248,0,0,0,0
1062,5,90000,1900,1950,0,662,1422,2337,2,10,0,1945,2,560,0,0,0,0
1063,6,110500,1925,1980,0,1103,1103,1103,1,5,1,1976,2,440,0,0,0,0
1064,5,154000,1966,1966,200,1154,1154,1154,1,6,1,1966,2,480,0,0,0,0
1065,7,328000,1996,1997,0,1306,1306,2260,2,7,0,1996,2,533,0,1,1,1
1066,6,178000,1993,1994,0,799,799,1571,2,7,1,1993,2,380,0,1,1,0
1067,6,167900,1964,1964,360,780,798,1611,1,7,0,1964,2,442,0,0,0,1
1068,6,151400,1973,1973,0,942,1291,2521,2,10,1,1973,2,576,0,0,0,0
1069,5,135000,1949,2003,0,845,893,893,1,4,0,1985,2,576,0,0,0,0
1070,5,135000,1956,1956,120,1048,1048,1048,1,6,0,1956,1,286,0,0,0,0
1071,6,154000,1968,1968,0,727,829,1556,1,8,0,1968,2,441,0,0,0,0
1072,5,91500,1948,1950,0,810,1002,1456,1,7,1,1954,1,280,0,0,0,0
1073,6,159500,1977,1977,140,690,698,1426,1,6,0,1977,2,440,0,0,0,0
1074,7,194000,2006,2006,0,1240,1240,1240,2,5,0,2006,3,826,0,1,1,0
1075,7,219500,1940,1984,0,800,960,1740,1,6,2,1940,1,240,0,0,0,0
1076,5,170000,1936,1989,0,796,1096,1466,2,7,1,1950,2,566,0,0,0,0
1077,5,138800,1969,1969,0,1096,1096,1096,1,6,0,1969,1,299,0,0,0,0
1078,6,155900,2004,2004,169,848,848,848,1,3,1,2004,2,420,0,1,1,1
1079,5,126000,1994,1994,0,990,990,990,1,5,0,1996,1,299,0,0,1,1
1080,6,145000,1971,2004,144,1258,1258,1258,2,5,0,1971,2,528,0,1,0,0
1081,5,133000,1963,1963,0,1040,1040,1040,1,5,0,1963,1,308,0,0,0,0
1082,7,192000,2002,2002,100,1459,1459,1459,2,6,1,2002,2,527,0,1,1,0
1083,6,160000,1964,1964,425,1251,1251,1251,1,6,2,1964,1,461,0,0,0,0
1084,6,187500,1995,1996,0,691,691,1498,2,6,1,1995,2,409,0,0,1,0
1085,6,147000,1992,1992,0,936,996,996,1,5,0,1992,2,564,0,0,1,1
1086,4,83500,1973,1973,0,546,546,1092,1,6,0,1973,1,286,0,0,0,0
1087,8,252000,2005,2006,0,1082,1082,1953,2,9,1,2005,3,1043,0,1,1,0
1088,7,137500,2004,2004,50,970,970,1709,2,7,0,2004,2,380,0,1,1,0
1089,8,197000,2005,2005,0,1247,1247,1247,1,4,1,2005,2,550,0,1,1,1
1090,3,92900,1950,1950,0,0,1040,1040,2,6,0,1987,2,400,0,0,0,0
1091,7,160000,1999,2000,212,600,624,1252,2,4,0,1999,2,462,0,1,1,0
1092,6,136500,1925,1950,0,1181,1390,1694,2,7,1,1925,2,576,0,0,1,0
1093,5,146000,1965,1998,166,864,1200,1200,1,6,0,1977,2,884,0,0,0,1
1094,5,129000,1956,2000,0,936,936,936,1,4,0,1956,1,308,0,0,0,0
1095,6,176432,2006,2006,0,1314,1314,1314,2,6,1,2006,2,440,0,1,1,1
1096,6,127000,1914,2006,0,684,773,1355,1,7,0,1927,0,0,0,0,1,0
1097,8,170000,1986,1986,0,1074,1088,1088,1,5,0,1987,2,461,0,1,0,0
1098,4,128000,1936,1950,0,672,757,1324,1,6,0,1936,1,240,0,0,0,0
1099,7,157000,1978,1978,206,1271,1601,1601,2,7,1,1978,2,478,0,0,0,0
1100,2,60000,1920,1950,0,290,438,438,1,3,0,1930,1,246,0,0,0,0
1101,5,119500,1971,1971,0,950,950,950,1,5,0,1981,1,280,0,0,0,0
1102,5,135000,1960,2002,45,1010,1134,1134,1,6,0,1960,1,254,0,0,0,0
1103,6,159500,1959,1959,0,655,1194,1194,1,6,1,1954,2,539,0,0,0,0
1104,5,106000,1970,1970,304,630,630,1302,2,6,0,1970,2,440,0,0,0,0
1105,8,325000,1994,1995,362,1463,1500,2622,2,9,2,1994,2,712,0,1,1,1
1106,7,179900,1990,1991,0,910,1442,1442,2,6,1,1990,2,719,0,1,1,1
1107,7,274725,2006,2006,0,868,887,2021,2,9,1,2006,2,422,0,1,1,0
1108,6,181000,2000,2000,0,924,948,1690,2,7,1,2000,2,463,0,0,1,0
1109,8,280000,2004,2005,42,1836,1836,1836,2,7,1,2004,3,862,1,1,1,1
1110,6,188000,1995,1996,0,773,773,1658,2,8,1,1995,2,431,0,0,1,1
1111,7,205000,1976,1976,660,803,1098,1964,2,8,1,1976,2,483,0,0,0,0
1112,5,129900,1957,1957,0,816,816,816,1,5,0,1957,1,308,0,0,0,1
1113,5,134500,1953,2006,0,1008,1008,1008,1,6,0,1953,1,240,0,0,0,0
1114,5,117000,1954,2000,0,833,833,833,1,4,0,1955,1,326,0,0,0,0
1115,8,318000,2007,2007,328,1734,1734,1734,2,7,1,2007,3,928,1,1,1,1
1116,8,184100,2002,2002,0,408,779,1419,2,7,1,2002,2,527,0,1,1,1
1117,5,130000,1967,2003,0,894,894,894,1,5,0,1967,2,450,0,0,0,0
1118,5,140000,1958,1987,0,533,1021,1601,1,6,0,1958,1,300,0,0,0,0
1119,5,133700,1959,1959,0,1040,1040,1040,1,6,0,1959,1,286,0,0,0,0
1120,6,118400,1920,1950,0,1012,1012,1012,1,6,1,1920,1,308,0,0,0,0
1121,7,212900,2005,2006,196,1552,1552,1552,2,7,0,2005,3,782,0,1,1,1
1122,4,112000,1956,1956,0,672,960,960,1,5,0,1956,1,288,0,0,0,0
1123,5,118000,1947,2008,0,698,698,698,1,4,0,1927,0,0,0,0,0,0
1124,7,163900,1992,1992,170,384,812,1482,2,7,1,1992,2,392,0,0,1,0
1125,4,115000,1955,1955,0,1005,1005,1005,1,5,1,1977,2,672,0,0,0,0
1126,7,174000,2007,2007,130,1373,1555,1555,2,7,1,2007,3,660,0,1,1,0
1127,7,259000,2004,2004,0,1530,1530,1530,2,7,1,2004,3,630,0,1,1,1
1128,7,215000,2004,2005,0,847,847,1959,2,8,1,2004,2,434,0,1,1,0
1129,5,140000,1980,1980,180,936,936,936,1,4,0,1980,2,672,0,0,0,1
1130,4,135000,1928,1950,0,1122,1328,1981,2,7,2,1981,2,576,0,0,0,0
1131,5,93500,1991,1992,0,974,974,974,1,5,0,1927,0,0,0,0,1,0
1132,6,117500,1880,1950,0,1008,1178,2210,2,8,0,1930,1,205,0,0,0,0
1133,8,239500,1995,1995,0,1128,1142,2020,2,8,1,1995,2,466,0,1,1,1
1134,6,169000,1997,1997,0,916,916,1600,2,7,1,1997,2,460,0,0,1,0
1135,6,102000,1926,1950,0,960,986,986,1,5,1,1926,1,180,0,0,0,0
1136,6,119000,1950,1950,0,1032,1032,1252,1,6,0,1950,1,288,0,0,0,0
1137,5,94000,1875,1996,0,780,780,1020,1,6,0,1927,0,0,0,0,0,0
1138,6,196000,1977,1977,0,1567,1567,1567,2,5,2,1977,2,714,0,0,1,0
1139,5,144000,1920,1950,0,915,1167,1167,1,6,1,1972,2,495,0,0,0,0
1140,5,139000,1951,1951,0,952,952,952,1,4,0,1988,2,840,0,0,0,0
1141,5,197500,1976,1976,44,780,1088,1868,2,9,1,1976,2,484,0,0,0,0
1142,8,424870,2006,2007,340,1466,1466,2828,3,11,1,2006,3,1052,0,1,1,1
1143,5,80000,1959,1959,0,1006,1006,1006,1,5,0,1927,0,0,0,0,0,1
1144,4,80000,1941,1950,0,672,672,924,1,5,0,1941,1,280,0,0,0,0
1145,5,149000,1928,1950,0,1042,1042,1576,1,8,1,1928,1,225,0,0,0,0
1146,6,180000,1985,1985,85,1298,1298,1298,2,5,1,1985,2,403,0,1,0,1
1147,7,174500,1941,1950,0,704,860,1564,1,7,1,1941,1,234,0,0,0,0
1148,7,116900,1926,1950,0,572,572,1111,1,5,1,1982,1,288,0,0,1,0
1149,7,143000,1920,1988,0,650,832,1482,1,7,0,1930,2,324,0,0,1,0
1150,6,124000,1950,1950,0,932,932,932,1,4,1,1950,1,306,0,0,0,0
1151,5,149900,1959,1959,132,1466,1466,1466,1,6,2,1959,2,528,0,0,0,0
1152,6,230000,1956,2004,0,1073,1811,1811,1,6,1,1956,2,470,0,0,1,0
1153,6,120500,1930,2007,0,816,816,816,1,5,0,2002,1,432,0,1,0,0
1154,7,201800,1965,1988,288,864,902,1820,1,8,2,1965,2,492,0,0,0,0
1155,5,218000,1976,2004,0,1437,1437,1437,2,6,1,1976,2,528,0,1,0,0
1156,5,179900,1965,1999,0,1219,1265,1265,2,6,1,1965,2,502,0,0,1,0
1157,7,230000,2007,2008,166,1314,1314,1314,2,6,1,2008,2,626,1,1,1,1
1158,8,235128,2007,2008,186,1580,1580,1580,2,7,0,2008,3,830,0,1,1,0
1159,6,185000,1974,1974,270,901,943,1876,2,8,1,1974,2,540,0,1,0,0
1160,6,146000,1978,1978,0,855,855,1456,2,7,1,1978,2,440,0,0,0,0
1161,6,224000,1954,2006,72,1296,1640,1640,1,7,1,1993,2,924,0,1,0,0
1162,5,129000,1968,1968,0,894,894,894,1,5,1,1968,2,450,0,0,0,0
1163,4,108959,1969,1969,0,1198,1258,1258,0,6,0,1969,2,400,0,0,0,1
1164,5,194000,1978,1978,0,1360,1432,1432,1,5,1,1978,2,588,0,0,1,0
1165,7,233170,2009,2009,268,1502,1502,1502,2,7,0,2009,2,644,1,1,1,0
1166,8,245350,2008,2008,72,1694,1694,1694,2,7,0,2008,3,776,0,1,1,0
1167,6,173000,2000,2000,0,959,959,1671,2,7,1,2000,2,472,0,0,1,1
1168,6,235000,1935,1986,0,1127,1236,2108,2,7,2,1935,2,540,0,0,0,0
1169,10,625000,1995,1996,1378,1930,1831,3627,3,10,1,1995,3,807,0,1,1,1
